Student_ID,Date,Subject,Topic,Study_Duration_Min,Difficulty_1_5,Study_Method,Initial_Score,Revision_Count,Days_Since_Study,Later_Score,Focus_Level_1_5,Retention_Score,Retention_Risk
S06615,2026-02-03,DBMS,Transactions,67,4,Reading,74.8,0,5,61.9,4,82.7,Medium
S00815,2026-06-09,C,Arrays,49,5,Reading,40.6,1,21,17.3,4,42.6,High
S08580,2026-07-19,Python,Variables,58,4,Mixed,73.9,1,14,60.3,3,81.6,Medium
S03683,2026-01-17,DBMS,ER Model,52,4,Practice,66.9,1,3,58.5,3,87.4,Medium
S09534,2026-06-06,Agile,Retrospective,35,1,Mixed,71.4,2,10,72.3,4,100.0,Low
S05593,2026-08-15,C,Structures,55,4,Mixed,75.7,4,7,78.0,4,100.0,Low
S08245,2026-05-06,Deep Learning,RNN,62,2,Practice,90.1,0,1,86.9,4,96.5,Low
S04539,2026-04-16,IoT,Protocols,24,4,Practice,53.7,1,5,40.4,3,75.2,Medium
S06974,2026-01-03,DBMS,Transactions,17,4,Mixed,50.9,1,1,54.0,4,100.0,Low
S03716,2026-07-20,IoT,Sensors,35,1,Practice,89.8,2,7,89.6,3,99.8,Low
S02379,2026-07-18,DBMS,Normalization,45,1,Video,84.7,2,1,95.2,3,100.0,Low
S06476,2026-01-28,IoT,Protocols,35,3,Practice,51.4,0,3,41.6,2,80.8,Medium
S06814,2026-01-29,Agile,Testing,30,1,Mixed,68.0,2,10,73.2,4,100.0,Low
S01598,2026-06-11,Python,Dictionaries,34,3,Video,85.1,0,1,75.8,3,89.2,Medium
S09720,2026-08-19,C,Strings,70,1,Reading,56.4,1,3,54.5,1,96.5,Low
S06660,2026-07-30,Agile,Requirements,52,5,Video,63.4,1,3,55.5,3,87.6,Medium
S03522,2026-04-22,Agile,Requirements,39,2,Reading,71.2,3,1,75.3,2,100.0,Low
S04775,2026-08-13,C,Strings,29,3,Reading,60.2,1,1,54.0,4,89.8,Medium
S01577,2026-08-12,Agile,Planning,38,2,Video,92.2,1,14,77.3,5,83.8,Medium
S09834,2026-08-17,Agile,Planning,15,3,Video,86.6,0,7,69.4,3,80.2,Medium
S04449,2026-03-07,Python,Lists,21,5,Mixed,54.5,2,3,56.7,2,100.0,Low
S02496,2026-06-20,IoT,Architecture,30,1,Video,83.2,4,1,97.3,4,100.0,Low
S06287,2026-05-17,C,Pointers,15,5,Mixed,54.0,1,1,50.1,2,92.8,Low
S04721,2026-07-26,IoT,Protocols,18,5,Flashcards,61.5,2,10,59.8,4,97.4,Low
S03631,2026-01-14,Agile,Development,46,1,Flashcards,90.0,2,5,89.4,3,99.3,Low
S01252,2026-03-28,IoT,Sensors,30,4,Practice,65.4,0,10,47.1,4,72.0,High
S03158,2026-02-06,Python,Variables,35,2,Mixed,77.9,2,2,84.1,4,100.0,Low
S05204,2026-03-16,DBMS,ER Model,46,2,Mixed,94.7,1,1,95.2,3,100.0,Low
S03338,2026-06-07,Agile,Requirements,15,4,Practice,57.9,1,10,48.5,5,83.7,Medium
S09009,2026-04-03,IoT,Protocols,62,3,Reading,78.8,1,10,67.5,3,85.6,Medium
S00603,2026-05-24,IoT,Sensors,44,2,Flashcards,84.8,1,14,78.7,5,92.9,Low
S05988,2026-05-25,Deep Learning,CNN,53,3,Reading,79.9,2,21,65.8,4,82.3,Medium
S01680,2026-03-22,DBMS,Transactions,41,5,Reading,52.8,0,2,40.5,4,76.7,Medium
S05474,2026-02-25,Deep Learning,Neural Networks,57,2,Flashcards,94.0,0,14,80.1,3,85.2,Medium
S01605,2026-06-23,Agile,Retrospective,79,5,Video,61.7,2,1,60.9,4,98.8,Low
S08079,2026-05-17,IoT,Actuators,16,5,Practice,65.0,2,3,66.8,4,100.0,Low
S01473,2026-03-04,IoT,MQTT,36,1,Reading,83.9,1,21,68.6,4,81.8,Medium
S02291,2026-05-10,C,Pointers,38,5,Flashcards,50.8,1,10,28.8,2,56.7,High
S07861,2026-04-10,C,Functions,36,1,Reading,72.1,2,3,76.7,4,100.0,Low
S08525,2026-06-15,IoT,Architecture,46,5,Flashcards,70.7,0,14,55.3,4,78.2,Medium
S06878,2026-07-17,C,Structures,56,3,Reading,63.9,1,5,56.8,3,88.9,Medium
S09372,2026-02-24,Python,Dictionaries,41,5,Reading,67.9,0,5,51.1,2,75.3,Medium
S07599,2026-01-14,Deep Learning,CNN,54,1,Mixed,70.3,0,3,64.4,1,91.7,Low
S07371,2026-03-01,Python,Lists,58,1,Practice,98.0,2,10,99.0,4,100.0,Low
S07666,2026-08-11,IoT,Architecture,50,4,Practice,72.9,1,3,67.6,4,92.7,Low
S00980,2026-02-24,Agile,Development,67,4,Video,68.5,3,1,72.2,2,100.0,Low
S05710,2026-05-03,Deep Learning,RNN,34,4,Flashcards,47.0,4,3,52.5,3,100.0,Low
S06641,2026-03-24,C,Pointers,48,4,Video,61.4,2,7,57.7,4,94.0,Low
S01739,2026-05-04,Agile,Requirements,65,4,Reading,78.1,1,14,68.9,4,88.2,Medium
S02199,2026-07-14,IoT,Protocols,68,5,Video,71.5,2,7,67.8,4,94.9,Low
S06134,2026-04-07,DBMS,Transactions,39,2,Practice,77.8,2,14,66.9,4,86.0,Medium
S05302,2026-01-30,Agile,Retrospective,15,1,Practice,84.8,0,3,85.1,5,100.0,Low
S04278,2026-05-02,Deep Learning,RNN,26,3,Mixed,67.3,0,14,47.7,2,70.8,High
S05109,2026-07-05,Python,Lists,38,3,Video,69.7,1,5,68.8,4,98.6,Low
S05994,2026-03-10,Agile,Planning,37,2,Video,70.1,0,7,60.1,5,85.8,Medium
S01295,2026-08-10,DBMS,Normalization,56,1,Flashcards,79.0,2,3,85.3,4,100.0,Low
S06626,2026-08-22,Deep Learning,RNN,58,2,Practice,81.2,0,2,72.1,3,88.8,Medium
S06030,2026-04-30,IoT,Architecture,42,1,Video,65.7,1,7,65.3,4,99.4,Low
S03622,2026-06-14,Deep Learning,CNN,43,2,Reading,68.0,2,1,70.6,3,100.0,Low
S05585,2026-07-18,C,Strings,55,3,Mixed,74.2,0,3,66.9,5,90.2,Low
S00924,2026-01-09,Agile,Planning,44,1,Mixed,78.3,2,14,71.4,3,91.1,Low
S08052,2026-06-27,C,Pointers,47,5,Flashcards,55.3,1,3,49.5,3,89.5,Medium
S02243,2026-07-18,DBMS,Normalization,81,3,Mixed,75.8,0,3,65.9,2,86.9,Medium
S08818,2026-01-31,Deep Learning,CNN,27,4,Practice,62.8,0,3,49.5,3,78.9,Medium
S03827,2026-02-23,C,Functions,41,3,Reading,48.8,1,14,33.7,3,69.0,High
S03711,2026-01-24,Agile,Planning,62,2,Mixed,81.6,0,1,76.6,3,93.9,Low
S02820,2026-05-20,C,Structures,51,3,Mixed,67.6,4,2,76.2,4,100.0,Low
S04035,2026-03-01,Agile,Testing,34,2,Reading,69.4,2,5,71.3,3,100.0,Low
S02585,2026-08-19,IoT,Sensors,32,4,Video,66.5,1,3,55.1,3,82.9,Medium
S03886,2026-01-07,Python,Functions,59,4,Practice,59.8,0,10,51.1,3,85.5,Medium
S03983,2026-02-05,IoT,Sensors,20,5,Mixed,59.6,1,14,42.4,4,71.1,High
S06363,2026-01-24,Deep Learning,Backpropagation,66,3,Practice,69.3,3,10,70.7,4,100.0,Low
S08213,2026-01-11,Deep Learning,CNN,61,3,Reading,62.6,0,2,58.8,4,94.0,Low
S06457,2026-01-26,DBMS,Transactions,43,3,Practice,64.5,2,14,55.6,2,86.1,Medium
S09309,2026-07-18,Python,Loops,73,1,Practice,81.2,1,10,76.9,2,94.8,Low
S06463,2026-07-27,Agile,Requirements,39,1,Reading,70.6,2,7,64.8,2,91.7,Low
S04717,2026-04-12,IoT,Architecture,40,5,Mixed,75.8,1,3,65.2,4,86.0,Medium
S05370,2026-03-21,Deep Learning,Neural Networks,71,4,Flashcards,69.3,0,14,56.7,4,81.8,Medium
S04855,2026-03-26,DBMS,ER Model,69,4,Practice,76.9,2,21,57.7,4,75.1,Medium
S05705,2026-02-12,C,Strings,26,1,Practice,85.0,0,3,79.1,4,93.0,Low
S08017,2026-01-26,Deep Learning,RNN,65,3,Video,71.2,0,3,65.6,4,92.2,Low
S02069,2026-02-26,DBMS,SQL,67,1,Practice,70.8,0,1,74.2,4,100.0,Low
S03830,2026-03-03,Agile,Testing,55,3,Video,77.5,3,2,85.2,3,100.0,Low
S06246,2026-04-19,Python,Loops,51,3,Video,69.5,0,2,57.6,3,82.8,Medium
S06241,2026-06-25,IoT,Actuators,64,4,Video,56.8,1,2,57.4,3,100.0,Low
S05342,2026-05-20,Python,Variables,70,3,Mixed,73.4,1,1,64.7,3,88.3,Medium
S08902,2026-04-18,IoT,Protocols,15,5,Mixed,72.5,0,5,61.2,4,84.4,Medium
S05454,2026-03-05,Deep Learning,RNN,56,3,Mixed,74.5,1,2,70.3,2,94.4,Low
S03944,2026-03-10,IoT,MQTT,49,3,Practice,71.4,4,1,82.6,5,100.0,Low
S07447,2026-06-15,C,Functions,43,1,Mixed,77.1,1,2,85.8,5,100.0,Low
S04857,2026-01-11,Agile,Requirements,38,1,Flashcards,66.8,2,1,62.9,1,94.2,Low
S05366,2026-08-02,Python,Variables,36,1,Mixed,67.5,1,5,56.8,3,84.1,Medium
S01028,2026-01-12,Agile,Planning,32,1,Practice,81.8,1,14,73.7,3,90.1,Low
S08876,2026-07-29,Python,Functions,41,2,Mixed,94.3,3,14,84.6,5,89.7,Medium
S05046,2026-07-03,DBMS,Indexes,59,5,Practice,81.4,1,3,70.7,3,86.8,Medium
S03651,2026-03-25,IoT,Actuators,37,5,Practice,66.5,0,1,51.6,4,77.7,Medium
S06170,2026-06-05,Deep Learning,Backpropagation,61,2,Mixed,76.2,0,7,66.4,5,87.2,Medium
S07773,2026-02-19,Python,Functions,72,2,Practice,77.4,1,3,83.3,4,100.0,Low
S00006,2026-01-21,Python,Loops,31,3,Practice,63.2,2,21,50.3,3,79.5,Medium
S03203,2026-02-28,Python,Loops,36,5,Mixed,41.1,2,3,35.5,3,86.5,Medium
S09143,2026-05-27,C,Structures,27,2,Mixed,72.9,1,10,69.2,2,95.0,Low
S09018,2026-06-02,C,Pointers,62,1,Mixed,94.6,0,5,82.2,3,86.9,Medium
S06029,2026-08-25,C,Pointers,46,1,Mixed,77.6,0,5,71.5,3,92.2,Low
S08006,2026-04-30,Agile,Retrospective,31,4,Mixed,71.7,1,10,63.7,5,88.9,Medium
S04565,2026-02-27,Python,Variables,35,2,Mixed,67.4,0,3,60.1,3,89.1,Medium
S05737,2026-02-11,C,Pointers,47,3,Flashcards,80.8,1,3,85.6,4,100.0,Low
S06313,2026-03-12,Deep Learning,RNN,27,4,Reading,57.7,2,5,53.4,3,92.6,Low
S00812,2026-07-08,Agile,Development,64,5,Mixed,64.1,1,21,44.3,4,69.1,High
S07305,2026-06-02,Deep Learning,Neural Networks,52,1,Practice,98.0,0,5,84.1,5,85.8,Medium
S06182,2026-05-02,C,Arrays,58,2,Reading,68.0,0,5,55.8,4,82.1,Medium
S09329,2026-06-21,Agile,Development,76,1,Reading,96.0,0,1,92.6,3,96.5,Low
S03033,2026-07-16,C,Functions,78,4,Reading,69.0,0,5,67.2,4,97.4,Low
S06124,2026-03-14,IoT,Protocols,75,2,Video,71.9,2,2,72.9,4,100.0,Low
S00498,2026-01-29,DBMS,ER Model,31,5,Reading,55.2,3,5,55.1,2,99.8,Low
S00670,2026-05-19,Deep Learning,Neural Networks,53,2,Mixed,65.5,0,14,51.9,2,79.3,Medium
S04861,2026-05-28,Agile,Retrospective,38,5,Mixed,53.5,0,10,32.4,5,60.6,High
S01741,2026-08-17,C,Functions,36,3,Reading,58.0,3,5,61.8,3,100.0,Low
S01743,2026-02-05,Python,Variables,64,2,Mixed,90.8,0,7,77.8,3,85.7,Medium
S05905,2026-07-15,IoT,Sensors,31,2,Video,77.9,3,1,88.8,4,100.0,Low
S08837,2026-03-05,Deep Learning,Regularization,58,4,Flashcards,74.4,2,3,74.9,5,100.0,Low
S03865,2026-08-27,IoT,MQTT,57,5,Practice,66.9,3,2,71.6,3,100.0,Low
S04302,2026-07-02,IoT,Architecture,50,5,Video,43.2,3,7,35.2,3,81.5,Medium
S00757,2026-06-30,DBMS,SQL,15,3,Practice,76.7,0,5,68.4,3,89.2,Medium
S05812,2026-02-10,IoT,MQTT,60,1,Video,93.2,2,1,97.0,2,100.0,Low
S07657,2026-01-03,Python,Dictionaries,53,1,Mixed,75.1,1,14,68.6,3,91.3,Low
S05478,2026-04-20,IoT,Architecture,23,2,Mixed,74.3,1,14,63.5,4,85.4,Medium
S00601,2026-01-08,DBMS,SQL,76,2,Video,78.0,0,21,58.0,5,74.4,High
S03458,2026-01-18,DBMS,Indexes,37,3,Flashcards,64.0,1,2,60.5,4,94.5,Low
S05064,2026-05-03,Deep Learning,Regularization,47,2,Reading,90.6,1,10,80.5,4,88.8,Medium
S02806,2026-07-31,Python,Lists,60,5,Reading,74.5,3,5,75.5,3,100.0,Low
S03353,2026-03-21,Deep Learning,CNN,64,3,Mixed,77.0,3,10,76.0,5,98.7,Low
S03084,2026-06-27,Python,Lists,56,4,Mixed,86.7,1,1,86.0,4,99.1,Low
S03419,2026-05-03,Agile,Requirements,57,4,Practice,64.3,1,3,53.9,4,83.9,Medium
S02308,2026-06-25,Deep Learning,Backpropagation,22,4,Mixed,49.4,0,21,23.0,2,46.5,High
S08749,2026-04-28,DBMS,Transactions,59,2,Mixed,79.1,2,1,83.7,3,100.0,Low
S03638,2026-06-12,C,Arrays,42,1,Mixed,71.7,1,5,74.2,4,100.0,Low
S00435,2026-02-26,IoT,MQTT,40,3,Mixed,78.6,4,21,69.9,4,89.0,Medium
S07034,2026-05-28,Agile,Testing,31,5,Reading,59.3,1,2,51.6,4,87.1,Medium
S08061,2026-08-24,Python,Loops,68,1,Practice,86.0,1,10,78.3,3,91.1,Low
S04186,2026-01-06,Agile,Testing,19,5,Reading,59.4,0,2,47.7,3,80.4,Medium
S08033,2026-08-19,DBMS,Transactions,67,2,Practice,69.5,0,2,63.4,3,91.2,Low
S00912,2026-08-22,Deep Learning,Neural Networks,67,1,Practice,81.8,2,7,80.6,5,98.5,Low
S08260,2026-03-29,Deep Learning,Regularization,48,3,Practice,56.2,1,2,56.0,3,99.5,Low
S06445,2026-03-10,Agile,Development,15,5,Practice,57.5,0,5,42.4,2,73.8,High
S07897,2026-07-04,C,Pointers,61,4,Mixed,71.4,0,5,66.8,3,93.6,Low
S00849,2026-04-29,Deep Learning,RNN,68,3,Practice,71.3,2,14,64.0,3,89.8,Medium
S01705,2026-03-30,DBMS,Transactions,33,5,Mixed,63.6,2,2,59.4,3,93.4,Low
S06681,2026-04-06,DBMS,Indexes,81,4,Reading,80.8,0,2,74.9,3,92.6,Low
S04036,2026-01-02,IoT,Protocols,15,2,Practice,69.3,4,7,72.8,4,100.0,Low
S09320,2026-07-05,IoT,Protocols,58,1,Video,80.0,1,14,70.4,2,88.1,Medium
S01521,2026-08-26,Deep Learning,Regularization,40,4,Mixed,73.6,1,1,71.7,5,97.4,Low
S00732,2026-03-08,DBMS,SQL,69,3,Practice,75.2,2,14,68.2,4,90.7,Low
S02248,2026-06-02,Python,Lists,87,1,Practice,71.5,3,3,79.8,2,100.0,Low
S00568,2026-02-16,Deep Learning,Neural Networks,37,3,Reading,84.5,2,2,85.9,5,100.0,Low
S05702,2026-02-20,Agile,Retrospective,33,5,Flashcards,64.8,0,2,55.7,2,85.9,Medium
S00431,2026-08-03,Deep Learning,CNN,44,1,Flashcards,73.7,0,21,57.2,2,77.6,Medium
S05397,2026-07-12,Agile,Retrospective,29,4,Flashcards,76.7,2,5,70.0,3,91.3,Low
S09499,2026-04-06,Deep Learning,Regularization,54,3,Mixed,65.0,3,5,75.7,2,100.0,Low
S02506,2026-05-04,Python,Lists,21,2,Mixed,89.6,1,10,82.1,4,91.6,Low
S08530,2026-08-19,C,Functions,63,1,Mixed,82.7,0,10,73.3,3,88.6,Medium
S08271,2026-02-10,C,Pointers,78,5,Practice,86.2,3,2,86.5,5,100.0,Low
S08785,2026-05-14,DBMS,SQL,37,4,Mixed,65.5,3,7,68.8,3,100.0,Low
S03671,2026-07-16,C,Structures,63,1,Practice,88.3,0,3,83.6,3,94.7,Low
S08419,2026-05-23,Deep Learning,CNN,26,3,Practice,70.7,1,5,63.3,3,89.5,Medium
S01560,2026-01-17,IoT,MQTT,59,3,Mixed,77.9,0,3,68.5,2,87.9,Medium
S08117,2026-06-23,Python,Loops,53,3,Practice,65.1,2,14,57.9,2,89.0,Medium
S04350,2026-01-25,Python,Variables,29,4,Practice,64.3,3,7,61.4,4,95.4,Low
S05582,2026-08-16,IoT,Architecture,68,3,Reading,84.8,1,2,80.9,3,95.5,Low
S01970,2026-07-02,IoT,Actuators,57,1,Mixed,85.2,2,3,90.0,1,100.0,Low
S04133,2026-02-27,IoT,Sensors,41,5,Practice,61.3,2,7,61.4,3,100.0,Low
S05356,2026-07-10,Deep Learning,Regularization,44,4,Mixed,61.7,2,5,62.5,3,100.0,Low
S00133,2026-03-11,IoT,Sensors,52,2,Practice,64.0,2,7,61.4,3,96.0,Low
S01955,2026-08-13,DBMS,Normalization,75,1,Mixed,77.1,0,1,78.5,1,100.0,Low
S03246,2026-03-11,Deep Learning,RNN,45,2,Practice,81.3,3,5,87.2,4,100.0,Low
S02260,2026-01-09,C,Arrays,53,3,Mixed,64.7,0,2,61.4,2,94.8,Low
S08429,2026-03-20,Python,Functions,32,1,Reading,78.6,0,2,73.6,3,93.6,Low
S06119,2026-04-10,IoT,Sensors,41,2,Video,74.9,1,3,66.6,5,88.9,Medium
S09229,2026-04-29,C,Functions,40,4,Practice,50.0,1,10,38.9,4,77.8,Medium
S01371,2026-04-17,Deep Learning,Regularization,102,3,Flashcards,91.7,0,7,83.8,4,91.4,Low
S04175,2026-02-13,DBMS,Normalization,48,3,Video,71.5,3,7,67.3,3,94.1,Low
S05094,2026-06-24,Deep Learning,CNN,60,4,Video,77.0,2,2,79.6,4,100.0,Low
S02994,2026-03-17,C,Strings,23,5,Practice,52.1,4,10,55.1,5,100.0,Low
S09021,2026-06-12,Python,Dictionaries,49,5,Video,53.4,2,1,53.7,4,100.0,Low
S04050,2026-07-25,DBMS,Indexes,63,1,Video,73.0,1,2,73.8,1,100.0,Low
S00532,2026-03-02,Deep Learning,Regularization,52,3,Practice,71.0,2,5,65.2,1,91.9,Low
S04612,2026-03-18,C,Strings,60,3,Reading,68.5,0,14,52.7,4,76.9,Medium
S09059,2026-06-08,Python,Lists,52,2,Reading,65.7,3,10,67.2,1,100.0,Low
S02639,2026-08-21,C,Arrays,29,2,Practice,89.3,0,5,77.2,3,86.4,Medium
S08615,2026-03-13,IoT,Protocols,34,4,Video,58.1,2,3,54.3,3,93.3,Low
S08764,2026-07-03,DBMS,SQL,57,3,Practice,82.6,1,1,85.7,5,100.0,Low
S02047,2026-01-12,Python,Loops,25,4,Video,61.2,0,10,41.4,2,67.7,High
S06733,2026-08-13,Deep Learning,Backpropagation,33,2,Practice,79.6,3,5,79.9,3,100.0,Low
S08955,2026-03-16,DBMS,ER Model,53,2,Flashcards,63.3,0,1,61.1,3,96.5,Low
S08641,2026-05-30,C,Structures,61,4,Practice,77.9,1,1,77.7,3,99.8,Low
S06731,2026-07-28,IoT,MQTT,40,5,Reading,65.9,1,5,59.7,2,90.5,Low
S08278,2026-07-24,Agile,Development,15,5,Video,63.2,1,3,58.3,4,92.2,Low
S03686,2026-07-25,Deep Learning,Regularization,46,3,Reading,84.9,2,1,85.9,4,100.0,Low
S09689,2026-07-13,Agile,Planning,30,1,Mixed,83.7,3,3,90.8,3,100.0,Low
S02557,2026-02-07,C,Pointers,29,1,Flashcards,98.0,0,5,92.1,4,93.9,Low
S04725,2026-07-03,IoT,MQTT,15,3,Practice,62.0,0,2,58.2,3,93.8,Low
S00161,2026-03-10,C,Structures,42,5,Video,52.9,2,10,42.8,2,81.0,Medium
S00258,2026-08-05,IoT,Actuators,38,1,Reading,91.1,2,1,99.0,4,100.0,Low
S03674,2026-07-26,DBMS,SQL,33,3,Practice,62.4,0,3,50.4,3,80.7,Medium
S07659,2026-02-19,Python,Dictionaries,47,2,Video,82.0,1,3,80.5,3,98.3,Low
S09704,2026-05-15,Deep Learning,Neural Networks,54,2,Flashcards,77.6,3,5,82.8,3,100.0,Low
S08596,2026-07-02,DBMS,Normalization,66,2,Flashcards,78.9,4,5,88.3,3,100.0,Low
S02614,2026-06-06,Python,Functions,66,4,Practice,64.6,0,10,53.5,3,82.8,Medium
S02535,2026-04-19,Python,Dictionaries,49,3,Practice,75.7,2,2,73.5,3,97.1,Low
S09069,2026-02-11,Agile,Testing,54,1,Flashcards,68.0,1,2,71.4,3,100.0,Low
S05895,2026-04-14,C,Arrays,48,5,Reading,58.0,1,10,42.6,3,73.5,High
S09710,2026-07-29,IoT,Protocols,44,3,Reading,72.5,0,2,61.7,2,85.0,Medium
S05913,2026-07-28,C,Structures,20,2,Mixed,80.4,3,2,90.2,3,100.0,Low
S04613,2026-08-16,Agile,Planning,44,2,Flashcards,82.8,4,2,88.6,2,100.0,Low
S01700,2026-03-09,C,Pointers,17,3,Mixed,55.8,0,3,51.2,1,91.9,Low
S08972,2026-01-10,C,Functions,15,5,Video,72.0,2,2,77.6,5,100.0,Low
S00745,2026-05-05,Python,Loops,24,2,Video,60.6,3,7,58.6,2,96.6,Low
S08191,2026-06-12,Deep Learning,Regularization,31,5,Practice,69.6,2,2,67.2,4,96.5,Low
S05731,2026-06-18,IoT,Protocols,44,5,Mixed,59.2,2,7,50.5,3,85.2,Medium
S06295,2026-02-18,Python,Lists,89,5,Reading,73.4,2,10,65.6,4,89.4,Medium
S08965,2026-02-16,Agile,Retrospective,34,3,Reading,75.2,3,2,83.8,5,100.0,Low
S09737,2026-03-09,C,Strings,27,2,Practice,69.6,2,10,69.7,3,100.0,Low
S00929,2026-04-25,Deep Learning,Neural Networks,54,3,Practice,86.9,1,7,84.3,5,97.0,Low
S06458,2026-01-07,Deep Learning,CNN,65,2,Practice,79.6,1,1,79.9,2,100.0,Low
S02924,2026-01-25,IoT,MQTT,42,3,Reading,67.8,1,1,64.3,3,94.9,Low
S01194,2026-02-21,IoT,Protocols,38,3,Practice,75.4,0,1,72.1,3,95.6,Low
S07954,2026-07-26,DBMS,Indexes,34,4,Practice,78.4,1,1,68.7,3,87.6,Medium
S02659,2026-05-15,C,Strings,23,2,Video,73.6,2,5,73.1,4,99.4,Low
S07281,2026-05-02,Agile,Development,38,1,Practice,69.3,1,10,60.9,3,87.9,Medium
S00774,2026-05-21,Agile,Retrospective,15,1,Practice,81.2,1,5,73.2,4,90.2,Low
S07125,2026-01-22,Agile,Planning,20,5,Mixed,47.8,1,3,43.4,3,90.8,Low
S02249,2026-06-13,Deep Learning,CNN,78,1,Mixed,78.0,1,1,77.9,4,99.9,Low
S06837,2026-01-27,C,Strings,49,5,Mixed,74.8,0,10,61.1,2,81.6,Medium
S00603,2026-07-27,Deep Learning,Regularization,35,1,Practice,82.7,0,2,83.3,4,100.0,Low
S03246,2026-04-24,Python,Functions,21,4,Mixed,61.6,4,1,74.7,3,100.0,Low
S04111,2026-05-15,IoT,Actuators,41,3,Practice,66.4,0,7,53.1,5,80.0,Medium
S07129,2026-05-07,Deep Learning,RNN,25,4,Practice,67.4,1,5,65.5,5,97.2,Low
S02608,2026-05-17,C,Strings,64,2,Video,86.6,1,3,89.8,3,100.0,Low
S05893,2026-08-08,C,Pointers,52,3,Reading,79.5,1,1,77.3,3,97.3,Low
S03253,2026-04-23,IoT,Sensors,47,3,Reading,58.7,0,21,25.8,4,44.0,High
S02718,2026-01-21,Deep Learning,Backpropagation,59,4,Practice,79.5,1,7,71.6,1,90.0,Low
S08884,2026-07-24,Deep Learning,Neural Networks,41,3,Reading,76.4,0,14,61.4,2,80.3,Medium
S03810,2026-04-13,Agile,Requirements,43,5,Practice,62.3,1,10,52.6,4,84.5,Medium
S07279,2026-06-18,Agile,Planning,22,2,Practice,71.3,3,3,77.2,3,100.0,Low
S06097,2026-07-04,IoT,Architecture,39,5,Mixed,66.4,1,3,59.9,4,90.2,Low
S09316,2026-08-25,DBMS,Transactions,38,3,Practice,77.3,1,3,69.9,3,90.5,Low
S06657,2026-05-27,Python,Lists,59,1,Mixed,76.8,1,14,74.5,5,97.1,Low
S07773,2026-06-13,Python,Functions,43,5,Flashcards,53.8,0,1,38.6,4,71.7,High
S01134,2026-02-26,Agile,Testing,23,1,Practice,89.3,2,10,86.2,4,96.5,Low
S09275,2026-03-19,Python,Loops,27,1,Mixed,90.1,0,1,90.6,3,100.0,Low
S01307,2026-02-04,IoT,Sensors,41,5,Reading,54.1,0,3,42.9,4,79.3,Medium
S08925,2026-05-30,Python,Functions,46,1,Video,76.5,1,14,72.8,3,95.2,Low
S06718,2026-08-11,Deep Learning,Backpropagation,61,4,Video,61.0,1,5,51.1,3,83.8,Medium
S04010,2026-06-07,IoT,Protocols,29,4,Video,54.7,1,3,44.8,2,81.9,Medium
S08392,2026-03-10,Python,Dictionaries,77,4,Video,67.9,0,14,41.7,3,61.4,High
S01072,2026-01-22,Agile,Requirements,67,2,Reading,81.6,1,7,74.2,3,90.8,Low
S05209,2026-01-22,DBMS,Indexes,47,5,Practice,64.3,2,14,59.2,3,92.0,Low
S08124,2026-08-16,Python,Functions,44,5,Video,49.2,0,5,35.9,4,73.0,High
S05608,2026-03-31,C,Pointers,52,5,Flashcards,75.5,2,5,70.6,3,93.6,Low
S03857,2026-04-04,Agile,Planning,59,1,Practice,76.2,3,7,77.6,3,100.0,Low
S08432,2026-02-28,DBMS,Transactions,38,5,Video,54.9,2,1,44.2,2,80.4,Medium
S09559,2026-03-23,Deep Learning,Neural Networks,57,1,Practice,85.0,0,7,79.7,5,93.7,Low
S02712,2026-03-24,DBMS,Indexes,68,2,Practice,86.1,2,3,87.6,4,100.0,Low
S03957,2026-07-24,C,Pointers,34,3,Practice,84.7,1,2,84.5,3,99.7,Low
S06131,2026-03-22,Python,Functions,53,2,Flashcards,75.8,2,2,78.4,5,100.0,Low
S08324,2026-06-18,IoT,Actuators,42,4,Practice,70.9,0,2,62.7,3,88.3,Medium
S01061,2026-02-23,DBMS,Indexes,47,4,Mixed,59.7,3,1,67.2,4,100.0,Low
S01253,2026-04-10,Deep Learning,CNN,28,2,Flashcards,73.3,2,21,56.8,2,77.6,Medium
S09460,2026-04-29,Deep Learning,Backpropagation,22,5,Practice,66.2,2,10,54.4,2,82.1,Medium
S07633,2026-07-09,Deep Learning,CNN,43,3,Reading,66.0,1,10,56.2,4,85.1,Medium
S05748,2026-01-29,IoT,Actuators,43,4,Video,83.8,3,2,90.4,4,100.0,Low
S02738,2026-04-22,Deep Learning,CNN,50,3,Mixed,66.2,2,5,61.6,4,93.0,Low
S03024,2026-03-08,IoT,Protocols,51,1,Mixed,80.4,3,7,77.7,2,96.6,Low
S04606,2026-07-08,IoT,Architecture,61,4,Reading,44.1,1,7,31.7,3,72.0,High
S03052,2026-06-15,Agile,Testing,43,4,Video,83.6,1,3,81.3,3,97.2,Low
S04458,2026-04-24,Deep Learning,RNN,34,4,Reading,67.3,0,1,58.7,3,87.2,Medium
S05482,2026-01-21,Python,Dictionaries,70,2,Practice,79.1,2,5,82.6,1,100.0,Low
S01206,2026-06-17,Deep Learning,RNN,28,5,Mixed,43.8,0,10,30.7,2,70.2,High
S06304,2026-08-08,Agile,Planning,32,1,Practice,87.5,1,5,90.0,3,100.0,Low
S01181,2026-07-11,Deep Learning,Backpropagation,31,4,Practice,70.6,0,10,57.1,3,80.8,Medium
S03480,2026-03-12,Agile,Retrospective,49,5,Practice,67.3,1,3,55.9,3,83.0,Medium
